date,avg_sentiment_score,vix_open,vix_high,vix_low,vix_close,nvda_open,nvda_high,nvda_low,nvda_close,nvda_volume
2018-02-10,0.2666666666666666,,,,,,,,,
2018-02-11,0.4,,,,,,,,,
2018-02-12,0.0701754385964912,27.25,29.700000762939453,24.420000076293945,25.61000061035156,5.82032,5.82332,5.56498,5.6396,1102191657.0
2018-02-13,0.35,26.940000534057617,27.81999969482422,24.469999313354492,24.969999313354492,5.60264,5.79914,5.57017,5.75291,631597933.0
2018-02-14,0.3111111111111111,23.479999542236328,25.719999313354492,18.989999771118164,19.260000228881836,5.71248,5.99936,5.70128,5.9704,751335265.0
2018-02-15,0.15,18.38999938964844,20.65999984741211,17.600000381469727,19.1299991607666,6.05376,6.14273,5.97288,6.0965,704779223.0
2018-02-16,0.1428571428571428,18.739999771118164,20.989999771118164,17.440000534057617,19.459999084472656,6.06925,6.18237,6.02133,6.0306,644030681.0
2018-02-17,0.0,,,,,,,,,
2018-02-18,0.0,,,,,,,,,
2018-02-19,0.0,,,,,,,,,
2018-02-20,0.081081081081081,20.530000686645508,21.61000061035156,19.75,20.600000381469727,6.05296,6.22852,6.04926,6.1594,692872639.0
2018-02-21,0.1041666666666666,20.760000228881836,21.040000915527344,16.969999313354492,20.020000457763672,6.22412,6.2305,5.9689,5.97268,853852814.0
2018-02-22,-0.0333333333333333,20.56999969482422,20.61000061035156,18.06999969482422,18.719999313354492,6.00664,6.07852,5.92625,5.99207,538907860.0
2018-02-23,0.1428571428571428,17.959999084472656,18.799999237060547,16.469999313354492,16.489999771118164,6.05226,6.08591,6.00135,6.08591,418281253.0
2018-02-24,1.0,,,,,,,,,
2018-02-25,0.5,,,,,,,,,
2018-02-26,0.2916666666666667,16.530000686645508,16.940000534057617,15.800000190734863,15.800000190734863,6.13236,6.13674,6.03956,6.10219,471990985.0
2018-02-27,0.1428571428571428,15.829999923706056,18.979999542236328,15.289999961853027,18.59000015258789,6.07522,6.1592,6.06626,6.08921,460126544.0
2018-02-28,-0.1111111111111111,18.079999923706055,20.440000534057617,15.649999618530272,19.850000381469727,6.1002,6.13973,5.97687,5.98837,528502663.0
2018-03-01,0.1666666666666666,19.959999084472656,25.299999237060547,19.56999969482422,22.469999313354492,5.98637,6.04026,5.64478,5.74592,1050831105.0
2018-03-02,0.1612903225806451,22.469999313354492,26.219999313354492,19.36000061035156,19.59000015258789,5.6384,5.85975,5.48941,5.85328,922834786.0
2018-03-03,-1.0,,,,,,,,,
2018-03-04,0.5,,,,,,,,,
2018-03-05,0.1333333333333333,21.549999237060547,21.56999969482422,17.940000534057617,18.729999542236328,5.80312,5.87104,5.67901,5.83112,627169884.0
2018-03-06,0.0,18.25,19.63999938964844,17.68000030517578,18.36000061035156,5.91626,6.01184,5.87374,5.99237,643368314.0
2018-03-07,0.3333333333333333,20.11000061035156,20.489999771118164,17.520000457763672,17.760000228881836,5.8896,6.03696,5.8883,5.98467,587194921.0
2018-03-08,0.3076923076923077,17.559999465942383,17.68000030517578,14.90999984741211,16.540000915527344,6.01204,6.01204,5.92355,5.9681,416152771.0
2018-03-09,0.3684210526315789,16.40999984741211,16.75,13.3100004196167,14.640000343322754,6.01584,6.08392,5.99966,6.07124,510732360.0
2018-03-10,0.6666666666666666,,,,,,,,,
2018-03-11,1.0,,,,,,,,,
2018-03-12,0.40625,15.279999732971191,16.350000381469727,15.18000030517578,15.779999732971191,6.11269,6.26026,6.10449,6.18037,611293234.0
2018-03-13,0.0666666666666666,15.699999809265137,16.979999542236328,15.029999732971191,16.350000381469727,6.22312,6.29741,6.08871,6.13006,626155382.0
2018-03-14,0.1333333333333333,16.59000015258789,17.59000015258789,14.9399995803833,17.229999542236328,6.17257,6.20015,6.0932,6.1552,510700523.0
2018-03-15,0.4705882352941176,16.989999771118164,17.40999984741211,15.960000038146973,16.59000015258789,6.16858,6.25078,6.12836,6.16987,406093169.0
2018-03-16,0.32,16.600000381469727,16.719999313354492,15.229999542236328,15.800000190734863,6.18637,6.21712,6.14873,6.19836,403571321.0
2018-03-17,0.3333333333333333,,,,,,,,,
2018-03-18,-0.25,,,,,,,,,
2018-03-19,0.2105263157894736,16.6299991607666,21.8700008392334,16.559999465942383,19.020000457763672,6.14173,6.17017,5.86475,5.96371,721124743.0
2018-03-20,0.2307692307692307,18.3799991607666,19.309999465942383,18.09000015258789,18.200000762939453,5.96671,6.21452,5.96671,6.17587,560409142.0
2018-03-21,0.0,17.760000228881836,18.3700008392334,16.260000228881836,17.860000610351562,6.16937,6.2358,6.12057,6.15071,443206699.0
2018-03-22,0.4782608695652174,18.1299991607666,23.809999465942383,18.1200008392334,23.34000015258789,6.08771,6.13435,5.94712,5.98487,556873563.0
2018-03-23,0.2682926829268293,24.020000457763672,26.010000228881836,21.6299991607666,24.8700008392334,5.99836,6.00505,5.75361,5.76489,743194593.0
2018-03-24,0.4,,,,,,,,,
2018-03-25,0.5,,,,,,,,,
2018-03-26,0.2,23.40999984741211,24.540000915527344,20.709999084472656,21.030000686645508,5.8896,6.05126,5.8373,6.04996,617722685.0
2018-03-27,0.1428571428571428,20.329999923706055,24.059999465942383,19.84000015258789,22.5,6.13106,6.18637,5.43988,5.58017,1423511791.0
2018-03-28,0.125,22.520000457763672,24.940000534057617,21.709999084472656,22.8700008392334,5.54633,5.67572,5.37009,5.47712,955647826.0
2018-03-29,0.2786885245901639,22.8700008392334,23.049999237060547,19.600000381469727,19.969999313354492,5.54583,5.82732,5.46093,5.73067,926068064.0
2018-03-30,0.1818181818181818,,,,,,,,,
2018-03-31,0.3333333333333333,,,,,,,,,
2018-04-01,0.8,,,,,,,,,
2018-04-02,0.04,21.06999969482422,25.719999313354492,20.440000534057617,23.6200008392334,5.66005,5.80632,5.38238,5.46972,931589292.0
2018-04-03,-0.0714285714285714,23.030000686645508,23.3799991607666,20.920000076293945,21.100000381469727,5.6368,5.69968,5.47712,5.57617,674304297.0
2018-04-04,0.1636363636363636,21.68000030517578,24.510000228881836,19.86000061035156,20.059999465942383,5.32085,5.60863,5.29569,5.59815,797294076.0
2018-04-05,-0.0375,19.760000228881836,20.209999084472656,18.56999969482422,18.940000534057617,5.65655,5.66932,5.40664,5.47792,708461040.0
2018-04-06,-0.0851063829787234,20.329999923706055,23.1200008392334,18.600000381469727,21.489999771118164,5.37578,5.48342,5.27253,5.30187,669816960.0
2018-04-07,0.25,,,,,,,,,
2018-04-08,0.6666666666666666,,,,,,,,,
2018-04-09,0.3378378378378378,21.270000457763672,22.020000457763672,20.34000015258789,21.770000457763672,5.36509,5.49241,5.31057,5.33053,504669465.0
2018-04-10,0.2205882352941176,20.510000228881836,21.68000030517578,20.239999771118164,20.469999313354492,5.56079,5.66603,5.50339,5.6396,772628557.0
2018-04-11,0.2307692307692307,20.950000762939453,21.65999984741211,19.63999938964844,20.239999771118164,5.62462,5.66533,5.56597,5.59815,463846117.0
2018-04-12,0.40625,19.829999923706055,19.920000076293945,18.15999984741211,18.489999771118164,5.691,5.82312,5.64706,5.80532,600034765.0
2018-04-13,0.2962962962962963,18.270000457763672,18.450000762939453,17.260000228881836,17.40999984741211,5.86904,5.87744,5.67971,5.72847,508216451.0
2018-04-14,-1.0,,,,,,,,,
2018-04-15,-0.1666666666666666,,,,,,,,,
2018-04-16,0.0769230769230769,17.59000015258789,17.65999984741211,16.3799991607666,16.559999465942383,5.73495,5.7616,5.6338,5.72827,354403898.0
2018-04-17,0.1363636363636363,16.15999984741211,16.270000457763672,14.56999969482422,15.25,5.78038,5.8996,5.72467,5.87823,451831452.0
2018-04-18,0.1428571428571428,15.300000190734863,16.899999618530273,14.949999809265137,15.600000381469728,5.82732,5.92005,5.75991,5.84908,395393003.0
2018-04-19,0.0714285714285714,15.550000190734863,16.920000076293945,15.15999984741211,15.960000038146973,5.73425,5.76818,5.61213,5.66703,476858349.0
2018-04-20,0.3,16.15999984741211,17.5,15.1899995803833,16.8799991607666,5.65875,5.74323,5.62812,5.65935,390176069.0
2018-04-21,0.3333333333333333,,,,,,,,,
2018-04-22,0.0,,,,,,,,,
2018-04-23,0.2941176470588235,17.290000915527344,17.559999465942383,15.789999961853027,16.34000015258789,5.67672,5.72847,5.51388,5.54004,431911866.0
2018-04-24,0.217391304347826,16.15999984741211,19.65999984741211,15.369999885559082,18.020000457763672,5.56578,5.66105,5.40834,5.47342,418865664.0
2018-04-25,0.3023255813953488,18.13999938964844,19.84000015258789,17.75,17.84000015258789,5.44346,5.48292,5.20413,5.36151,594554669.0
2018-04-26,0.4166666666666667,18.06999969482422,18.1200008392334,16.239999771118164,16.239999771118164,5.52306,5.58087,5.45674,5.57287,379693537.0
2018-04-27,0.3333333333333333,16.219999313354492,16.770000457763672,15.25,15.40999984741211,5.67851,5.69849,5.5583,5.60044,404978198.0
2018-04-28,0.0,,,,,,,,,
2018-04-29,0.0,,,,,,,,,
2018-04-30,0.4285714285714285,15.3100004196167,16.350000381469727,15.130000114440918,15.93000030517578,5.61683,5.66603,5.54603,5.56528,331219117.0
2018-05-01,0.3,16.0,16.81999969482422,15.420000076293944,15.489999771118164,5.557,5.62312,5.4981,5.62062,256402950.0
2018-05-02,0.2222222222222222,15.479999542236328,15.970000267028809,14.75,15.970000267028809,5.61713,5.66105,5.57367,5.59984,271010149.0
2018-05-03,0.3035714285714285,15.779999732971191,18.65999984741211,15.43000030517578,15.899999618530272,5.6318,5.79155,5.58647,5.76539,447709539.0
2018-05-04,0.2222222222222222,15.9399995803833,16.920000076293945,10.90999984741211,14.770000457763672,5.73645,5.91855,5.71928,5.91526,404787904.0
2018-05-05,0.0,,,,,,,,,
2018-05-06,0.25,,,,,,,,,
2018-05-07,0.3584905660377358,15.050000190734863,15.270000457763672,14.510000228881836,14.75,6.02063,6.21053,6.01064,6.1536,694696948.0
2018-05-08,0.3870967741935484,14.529999732971191,15.5600004196167,14.520000457763672,14.710000038146973,6.1539,6.19915,6.10549,6.19636,511832530.0
2018-05-09,0.2054794520547945,14.539999961853027,14.630000114440918,13.380000114440918,13.420000076293944,6.21612,6.33104,6.18917,6.32904,602905293.0
2018-05-10,0.2251655629139073,13.359999656677246,13.630000114440918,12.920000076293944,13.229999542236328,6.38218,6.44588,6.36421,6.4366,1004319290.0
2018-05-11,0.2,13.220000267028809,13.4399995803833,12.649999618530272,12.649999618530272,6.25477,6.4281,6.19985,6.29821,1226963961.0
2018-05-12,0.0,,,,,,,,,
2018-05-13,-0.1111111111111111,,,,,,,,,
2018-05-14,0.4390243902439024,13.09000015258789,13.279999732971191,12.8100004196167,12.93000030517578,6.33604,6.39625,6.29501,6.31886,528526929.0
2018-05-15,0.01,13.130000114440918,15.010000228881836,12.5,14.630000114440918,6.25507,6.25777,5.97608,6.07672,973451819.0
2018-05-16,0.144927536231884,14.380000114440918,14.90999984741211,13.210000038146973,13.420000076293944,6.03826,6.14971,6.00106,6.08791,559532175.0
2018-05-17,0.0641025641025641,13.539999961853027,13.859999656677246,12.649999618530272,13.43000030517578,6.08971,6.22332,6.07353,6.13006,525137468.0
2018-05-18,0.0925925925925925,13.18000030517578,13.869999885559082,13.0600004196167,13.420000076293944,6.18157,6.24479,6.08122,6.08621,488699525.0
2018-05-19,0.0769230769230769,,,,,,,,,
2018-05-20,0.1666666666666666,,,,,,,,,
2018-05-21,0.1864406779661017,12.989999771118164,13.59000015258789,12.779999732971191,13.079999923706056,6.18337,6.18717,5.95092,6.04396,647222658.0
2018-05-22,0.081967213114754,13.029999732971191,13.420000076293944,12.770000457763672,13.220000267028809,6.05756,6.08272,5.94492,6.00584,523603111.0
2018-05-23,0.2456140350877192,13.5,14.600000381469728,12.489999771118164,12.579999923706056,5.94942,6.13076,5.94872,6.12956,447242453.0
2018-05-24,0.3548387096774194,12.729999542236328,14.239999771118164,12.529999732971191,12.529999732971191,6.12577,6.17517,6.07253,6.13335,441603159.0
2018-05-25,0.2777777777777778,12.4399995803833,13.520000457763672,12.289999961853027,13.220000267028809,6.14553,6.18857,6.11049,6.17217,294937397.0
2018-05-26,0.1428571428571428,,,,,,,,,
2018-05-27,0.5,,,,,,,,,
2018-05-28,-0.4545454545454545,,,,,,,,,
2018-05-29,0.0,14.390000343322754,18.780000686645508,14.390000343322754,17.020000457763672,6.1542,6.22332,6.10889,6.1552,356095439.0
2018-05-30,0.1333333333333333,16.600000381469727,16.639999389648438,14.649999618530272,14.9399995803833,6.18887,6.27272,6.1642,6.26406,394777376.0
2018-05-31,0.2777777777777778,14.93000030517578,16.290000915527344,14.199999809265137,15.43000030517578,6.2323,6.31886,6.22152,6.24429,498646319.0
2018-06-01,0.25,14.920000076293944,14.93000030517578,13.369999885559082,13.460000038146973,6.28901,6.38477,6.28042,6.37878,426052374.0
2018-06-02,0.5,,,,,,,,,
2018-06-03,0.5,,,,,,,,,
2018-06-04,0.2916666666666667,13.90999984741211,13.90999984741211,12.6899995803833,12.739999771118164,6.41273,6.57959,6.38078,6.55811,648236910.0
2018-06-05,0.2631578947368421,12.90999984741211,13.34000015258789,12.300000190734863,12.399999618530272,6.5614,6.60077,6.51616,6.5636,395501795.0
2018-06-06,0.1034482758620689,12.100000381469728,12.5600004196167,11.619999885559082,11.640000343322754,6.47284,6.5684,6.45637,6.5656,374946963.0
2018-06-07,0.0526315789473684,11.65999984741211,13.279999732971191,11.220000267028809,12.130000114440918,6.5618,6.57339,6.41893,6.50957,373022916.0
2018-06-08,0.4545454545454545,12.539999961853027,13.3100004196167,12.09000015258789,12.18000030517578,6.4364,6.53685,6.41763,6.49402,363944977.0
2018-06-09,0.25,,,,,,,,,
2018-06-10,1.0,,,,,,,,,
2018-06-11,0.2857142857142857,12.520000457763672,12.6899995803833,12.140000343322754,12.350000381469728,6.48134,6.52315,6.43989,6.45287,267937480.0
2018-06-12,-0.0476190476190476,12.289999961853027,12.600000381469728,11.880000114440918,12.34000015258789,6.47934,6.51367,6.4289,6.5016,322247156.0
2018-06-13,0.4583333333333333,12.130000114440918,12.949999809265137,11.979999542236328,12.9399995803833,6.50299,6.57809,6.48783,6.49701,341478426.0
2018-06-14,0.2916666666666667,12.979999542236328,13.06999969482422,11.880000114440918,12.119999885559082,6.54242,6.66525,6.52745,6.60874,434176621.0
2018-06-15,0.1666666666666666,12.1899995803833,13.15999984741211,11.93000030517578,11.979999542236328,6.55181,6.623,6.52045,6.5681,436441387.0
2018-06-16,0.6666666666666666,,,,,,,,,
2018-06-17,0.0,,,,,,,,,
2018-06-18,-0.0769230769230769,12.789999961853027,13.739999771118164,12.279999732971191,12.3100004196167,6.52385,6.58109,6.49661,6.5641,359713721.0
2018-06-19,0.0833333333333333,14.609999656677246,14.68000030517578,13.210000038146973,13.350000381469728,6.46016,6.52785,6.31426,6.44169,600688720.0
2018-06-20,0.3157894736842105,12.899999618530272,13.020000457763672,12.25,12.789999961853027,6.48284,6.54811,6.44438,6.49482,373357284.0
2018-06-21,-0.1875,12.539999961853027,15.18000030517578,12.18000030517578,14.640000343322754,6.52685,6.54541,6.35821,6.36601,362994320.0
2018-06-22,-0.0434782608695652,14.600000381469728,14.600000381469728,13.109999656677246,13.770000457763672,6.38666,6.40015,6.19836,6.21352,438358504.0
2018-06-23,0.0,,,,,,,,,
2018-06-24,0.0,,,,,,,,,
2018-06-25,0.1666666666666666,15.06999969482422,19.61000061035156,14.5600004196167,17.329999923706055,6.10769,6.11149,5.83212,5.92055,672258789.0
2018-06-26,0.3265306122448979,16.709999084472656,17.540000915527344,15.100000381469728,15.920000076293944,6.03459,6.08272,5.94022,5.99187,483518544.0
2018-06-27,0.1428571428571428,16.520000457763672,18.190000534057617,14.760000228881836,17.90999984741211,6.03577,6.10219,5.83112,5.8365,458283357.0
2018-06-28,-0.0689655172413793,17.540000915527344,18.989999771118164,16.399999618530273,16.850000381469727,5.82652,5.97588,5.81912,5.96391,341282043.0
2018-06-29,-0.032258064516129,15.729999542236328,16.510000228881836,14.65999984741211,16.09000015258789,6.0293,6.04176,5.86475,5.86605,396094419.0
2018-06-30,-0.1428571428571428,,,,,,,,,
2018-07-01,0.0,,,,,,,,,
2018-07-02,0.32,17.700000762939453,18.079999923706055,15.539999961853027,15.600000381469728,5.79614,6.00185,5.77558,5.99806,361033318.0
2018-07-03,0.0,15.369999885559082,16.450000762939453,14.68000030517578,16.139999389648438,6.03299,6.03876,5.85607,5.86445,224887894.0
2018-07-04,0.1666666666666666,,,,,,,,,
2018-07-05,0.0625,15.619999885559082,16.219999313354492,14.470000267028809,14.970000267028809,5.91925,6.01534,5.88092,6.01034,309180433.0
2018-07-06,0.0,14.989999771118164,15.449999809265137,13.34000015258789,13.369999885559082,5.98587,6.13276,5.96441,6.12437,299219999.0
2018-07-07,0.2,,,,,,,,,
2018-07-08,1.0,,,,,,,,,
2018-07-09,0.1578947368421052,13.020000457763672,13.220000267028809,12.600000381469728,12.6899995803833,6.19836,6.20784,6.0932,6.17137,306820877.0
2018-07-10,0.0909090909090909,12.520000457763672,13.210000038146973,11.93000030517578,12.640000343322754,6.18387,6.29241,6.14353,6.27043,363498552.0
2018-07-11,0.0,14.050000190734863,14.149999618530272,13.09000015258789,13.630000114440918,6.17757,6.21233,6.11857,6.12936,371061943.0
2018-07-12,0.0476190476190476,13.06999969482422,13.329999923706056,12.420000076293944,12.579999923706056,6.17417,6.26845,6.1642,6.22052,348849591.0
2018-07-13,0.375,12.390000343322754,12.970000267028809,11.619999885559082,12.18000030517578,6.23929,6.23929,6.13156,6.17317,249554374.0
2018-07-14,0.0,,,,,,,,,
2018-07-15,0.0,,,,,,,,,
2018-07-16,0.0,12.770000457763672,12.970000267028809,12.460000038146973,12.829999923706056,6.14553,6.19855,6.13355,6.14553,198943229.0
2018-07-17,0.2307692307692307,12.90999984741211,13.18000030517578,11.850000381469728,12.0600004196167,6.0967,6.29641,6.07124,6.28122,365639322.0
2018-07-18,0.3333333333333333,11.869999885559082,12.470000267028809,11.4399995803833,12.100000381469728,6.27402,6.28771,6.18117,6.2323,280327714.0
2018-07-19,0.3,12.199999809265137,13.09000015258789,11.789999961853027,12.869999885559082,6.21332,6.27402,6.19836,6.24049,238032163.0
2018-07-20,0.25,13.0,13.579999923706056,12.489999771118164,12.859999656677246,6.23809,6.27672,6.20135,6.21213,224638863.0
2018-07-21,0.5,,,,,,,,,
2018-07-22,0.0,,,,,,,,,
2018-07-23,0.0909090909090909,13.470000267028809,13.550000190734863,12.579999923706056,12.619999885559082,6.18557,6.18737,6.02401,6.17537,304502512.0
2018-07-24,0.1304347826086956,12.609999656677246,13.210000038146973,11.65999984741211,12.40999984741211,6.22352,6.31018,6.14103,6.1579,358052596.0
2018-07-25,0.05,12.369999885559082,12.81999969482422,11.800000190734863,12.289999961853027,6.16739,6.24908,6.11019,6.23649,323279625.0
2018-07-26,0.3478260869565217,12.449999809265137,12.529999732971191,11.779999732971191,12.140000343322754,6.21632,6.34653,6.19955,6.30998,328270623.0
2018-07-27,0.1428571428571428,12.170000076293944,14.260000228881836,11.600000381469728,13.029999732971191,6.34623,6.35322,6.18617,6.24029,298279538.0
2018-07-28,0.3333333333333333,,,,,,,,,
2018-07-29,0.0,,,,,,,,,
2018-07-30,0.0952380952380952,13.630000114440918,14.460000038146973,12.979999542236328,14.260000228881836,6.25407,6.26006,6.01004,6.04496,343634269.0
2018-07-31,0.125,13.979999542236328,14.119999885559082,12.8100004196167,12.829999923706056,6.03477,6.13803,5.99566,6.06326,286735283.0
2018-08-01,0.1,13.09000015258789,13.630000114440918,12.449999809265137,13.149999618530272,6.0947,6.14951,6.03876,6.10319,286298863.0
2018-08-02,0.2307692307692307,13.56999969482422,14.529999732971191,12.170000076293944,12.1899995803833,6.03179,6.20933,5.97268,6.20554,272276516.0
2018-08-03,0.1666666666666666,12.43000030517578,12.460000038146973,11.06999969482422,11.640000343322754,6.2301,6.26576,6.21312,6.24209,216361207.0
2018-08-04,0.6666666666666666,,,,,,,,,
2018-08-05,1.0,,,,,,,,,
2018-08-06,0.0833333333333333,11.90999984741211,12.149999618530272,11.170000076293944,11.270000457763672,6.22951,6.29321,6.18287,6.28971,209514133.0
2018-08-07,0.2105263157894736,11.119999885559082,11.239999771118164,10.520000457763672,10.93000030517578,6.33823,6.38078,6.31198,6.36201,260627706.0
2018-08-08,0.0666666666666666,10.93000030517578,11.18000030517578,10.520000457763672,10.850000381469728,6.36321,6.44338,6.32824,6.39845,264634187.0
2018-08-09,0.0,10.9399995803833,11.3100004196167,10.170000076293944,11.270000457763672,6.41613,6.41893,6.34203,6.34982,206254786.0
2018-08-10,0.1428571428571428,12.34000015258789,13.81999969482422,12.300000190734863,13.15999984741211,6.26805,6.34083,6.25677,6.30868,259109463.0
2018-08-11,-0.1666666666666666,,,,,,,,,
2018-08-12,0.0,,,,,,,,,
2018-08-13,0.25,14.5,15.020000457763672,12.949999809265137,14.779999732971191,6.31726,6.46206,6.31556,6.34123,378836339.0
2018-08-14,0.3076923076923077,13.93000030517578,14.220000267028809,13.109999656677246,13.3100004196167,6.44688,6.48704,6.36381,6.47284,470729936.0
2018-08-15,0.273972602739726,13.520000457763672,16.860000610351562,13.4399995803833,14.640000343322754,6.49382,6.52765,6.33584,6.41463,596854766.0
2018-08-16,0.1704545454545454,14.18000030517578,14.359999656677246,12.81999969482422,13.449999809265137,6.48464,6.48704,6.31416,6.37418,809010897.0
2018-08-17,0.1128205128205128,13.18000030517578,13.960000038146973,12.399999618530272,12.640000343322754,6.26276,6.26346,6.03527,6.06226,1154247674.0
2018-08-18,-0.3333333333333333,,,,,,,,,
2018-08-19,-0.1,,,,,,,,,
2018-08-20,0.2280701754385964,12.56999969482422,12.789999961853027,12.260000228881836,12.489999771118164,6.02163,6.26924,5.91057,6.13703,862652077.0
2018-08-21,0.2708333333333333,12.470000267028809,12.890000343322754,12.09000015258789,12.859999656677246,6.1529,6.27672,6.13355,6.27222,680509064.0
2018-08-22,0.1666666666666666,13.09000015258789,13.289999961853027,11.970000267028809,12.25,6.23979,6.51247,6.2363,6.50757,757111413.0
2018-08-23,0.1733333333333333,12.029999732971191,12.68000030517578,11.649999618530272,12.40999984741211,6.46865,6.67225,6.45487,6.60704,727656947.0
2018-08-24,0.2,12.130000114440918,12.170000076293944,11.829999923706056,11.989999771118164,6.61553,6.75511,6.61104,6.74043,536652689.0
2018-08-25,0.5454545454545454,,,,,,,,,
2018-08-26,0.0,,,,,,,,,
2018-08-27,0.2040816326530612,12.369999885559082,12.479999542236328,12.020000457763672,12.15999984741211,6.77029,6.90569,6.73873,6.83181,510670618.0
2018-08-28,0.09375,12.010000228881836,12.5,11.869999885559082,12.5,6.82602,6.84879,6.67345,6.79426,479983025.0
2018-08-29,0.3695652173913043,12.34000015258789,12.550000190734863,12.09000015258789,12.25,6.78656,6.92385,6.7656,6.8991,423942159.0
2018-08-30,0.2972972972972973,12.25,13.949999809265137,12.239999771118164,13.529999732971191,6.86796,6.97917,6.84599,6.88212,349771224.0
2018-08-31,0.2,13.539999961853027,14.029999732971191,12.81999969482422,12.859999656677246,6.86276,6.96622,6.85299,6.95323,309386871.0
2018-09-01,0.5,,,,,,,,,
2018-09-02,1.0,,,,,,,,,
