Price,Close,Volume
2023-01-10,15.895975112915039,384101000
2023-01-11,15.987898826599121,353285000
2023-01-12,16.497480392456055,551409000
2023-01-13,16.885168075561523,447287000
2023-01-17,17.6875057220459,511102000
2023-01-18,17.362773895263672,439624000
2023-01-19,16.75127601623535,452932000
2023-01-20,17.824398040771484,564967000
2023-01-23,19.17728614807129,655163000
2023-01-24,19.249225616455078,496204000
2023-01-25,19.307178497314453,449537000
2023-01-26,19.785789489746094,489535000
2023-01-27,20.348323822021484,542142000
2023-01-30,19.146310806274414,488611000
2023-01-31,19.521005630493164,498017000
2023-02-01,20.925857543945312,660477000
2023-02-02,21.691225051879883,564276000
2023-02-03,21.082725524902344,429366000
2023-02-06,21.071733474731445,452197000
2023-02-07,22.15484619140625,664150000
2023-02-08,22.186819076538086,559651000
2023-02-09,22.31871223449707,523876000
2023-02-10,21.247589111328125,550737000
2023-02-13,21.770158767700195,474919000
2023-02-14,22.952192306518555,675474000
2023-02-15,22.745359420776367,420575000
2023-02-16,21.983985900878906,412026000
2023-02-17,21.3704891204834,465888000
2023-02-21,20.63808822631836,410015000
2023-02-22,20.73700714111328,513184000
2023-02-23,23.644624710083008,1117995000
2023-02-24,23.266935348510742,589716000
2023-02-27,23.48175811767578,452994000
2023-02-28,23.196990966796875,455963000
2023-03-01,22.679414749145508,460026000
2023-03-02,23.294912338256836,389415000
2023-03-03,23.870437622070312,412393000
2023-03-06,23.534717559814453,437429000
2023-03-07,23.27288818359375,515154000
2023-03-08,24.165307998657227,513573000
2023-03-09,23.42078971862793,501257000
2023-03-10,22.950092315673828,474866000
2023-03-13,22.951091766357422,421890000
2023-03-14,24.047382354736328,474910000
2023-03-15,24.212276458740234,524486000
2023-03-16,25.524423599243164,583253000
2023-03-17,25.70830726623535,848547000
2023-03-20,25.88318634033203,432747000
2023-03-21,26.181997299194336,547408000
2023-03-22,26.450820922851562,797295000
2023-03-23,27.17335319519043,564889000
2023-03-24,26.76161766052246,454920000
2023-03-27,26.51378059387207,361026000
2023-03-28,26.39285659790039,356104000
2023-03-29,26.96648597717285,393694000
2023-03-30,27.36522674560547,364516000
2023-03-31,27.758970260620117,433933000
2023-04-03,27.946849822998047,398716000
2023-04-04,27.4351806640625,368592000
2023-04-05,26.86355209350586,515015000
2023-04-06,27.01944923400879,397654000
2023-04-10,27.56110191345215,395279000
2023-04-11,27.1513671875,314378000
2023-04-12,26.477806091308594,446259000
2023-04-13,26.445825576782227,353615000
2023-04-14,26.740631103515625,395660000
2023-04-17,26.984477996826172,321471000
2023-04-18,27.649044036865234,604812000
2023-04-19,27.912872314453125,358660000
2023-04-20,27.086408615112305,427713000
2023-04-21,27.101398468017578,345103000
2023-04-24,27.02444839477539,339282000
2023-04-25,26.223968505859375,378527000
2023-04-26,26.938505172729492,406337000
2023-04-27,27.208330154418945,377161000
2023-04-28,27.73099136352539,292216000
2023-05-01,28.8912353515625,570329000
2023-05-02,28.191692352294922,402730000
2023-05-03,27.78395652770996,383387000
2023-05-04,27.544113159179688,321850000
2023-05-05,28.66138458251953,361494000
2023-05-08,29.132078170776367,344979000
2023-05-09,28.552453994750977,314869000
2023-05-10,28.866254806518555,369350000
2023-05-11,28.559452056884766,322149000
2023-05-12,28.321605682373047,274222000
2023-05-15,28.9342098236084,293926000
2023-05-16,29.19403839111328,449405000
2023-05-17,30.15841293334961,432535000
2023-05-18,31.657438278198242,748725000
2023-05-19,31.24370765686035,473908000
2023-05-22,31.1557674407959,372000000
2023-05-23,30.66808319091797,356253000
2023-05-24,30.518178939819336,721419000
2023-05-25,37.955352783203125,1543911000
2023-05-26,38.92072296142578,714397000
2023-05-30,40.08496856689453,923401000
2023-05-31,37.809444427490234,1002580000
2023-06-01,39.74419021606445,635873000
2023-06-02,39.30147933959961,482731000
2023-06-05,39.14558029174805,396094000
2023-06-06,38.62891387939453,388729000
2023-06-07,37.45454788208008,511998000
2023-06-08,38.48898696899414,417772000
2023-06-09,38.74884796142578,427717000
2023-06-12,39.460453033447266,388701000
2023-06-13,40.99961853027344,613208000
2023-06-14,42.97353744506836,740465000
2023-06-15,42.629730224609375,568622000
2023-06-16,42.668704986572266,655709000
2023-06-20,43.784095764160156,451153000
2023-06-21,43.02151107788086,551603000
2023-06-22,43.001529693603516,417737000
2023-06-23,42.185970306396484,358140000
2023-06-26,40.609832763671875,594322000
2023-06-27,41.853153228759766,462175000
2023-06-28,41.09457015991211,582639000
2023-06-29,40.799720764160156,380514000
2023-06-30,42.2789192199707,501148000
2023-07-03,42.38985824584961,198209000
2023-07-05,42.293914794921875,323618000
2023-07-06,42.08002853393555,303582000
2023-07-07,42.47980880737305,355881000
2023-07-10,42.156982421875,353908000
2023-07-11,42.38186264038086,298244000
2023-07-12,43.87804412841797,481277000
2023-07-13,45.95191955566406,478204000
2023-07-14,45.444190979003906,772075000
2023-07-17,46.43564987182617,510488000
2023-07-18,47.46808624267578,569164000
2023-07-19,47.05131149291992,427502000
2023-07-20,45.49516296386719,537865000
2023-07-21,44.284820556640625,963769000
2023-07-24,44.58766174316406,382516000
2023-07-25,45.654075622558594,348081000
2023-07-26,45.42720413208008,364237000
2023-07-27,45.87495803833008,455976000
2023-07-28,46.724491119384766,331194000
2023-07-31,46.70350646972656,251055000
2023-08-01,46.481624603271484,237858000
2023-08-02,44.24484634399414,530142000
2023-08-03,44.4907112121582,324176000
2023-08-04,44.65562057495117,362666000
2023-08-07,45.392215728759766,322154000
2023-08-08,44.6396369934082,353843000
2023-08-09,42.53077697753906,586449000
2023-08-10,42.364871978759766,492705000
2023-08-11,40.83271026611328,533085000
2023-08-14,43.7291259765625,690286000
2023-08-15,43.916019439697266,676512000
2023-08-16,43.46227264404297,527451000
2023-08-17,43.320350646972656,452395000
2023-08-18,43.27537536621094,583768000
2023-08-21,46.941375732421875,692573000
2023-08-22,45.64308547973633,755293000
2023-08-23,47.090293884277344,779046000
2023-08-24,47.137264251708984,1156044000
2023-08-25,45.99289321899414,925341000
2023-08-28,46.809444427490234,685192000
2023-08-29,48.75738525390625,701397000
2023-08-30,49.23712158203125,735206000
2023-08-31,49.32807540893555,528570000
2023-09-01,48.48253631591797,463830000
2023-09-05,48.52151107788086,382653000
2023-09-06,47.0391960144043,468670000
2023-09-07,46.219581604003906,433330000
2023-09-08,45.5508918762207,473069000
2023-09-11,45.15707015991211,473966000
2023-09-12,44.849212646484375,349256000
2023-09-13,45.463932037353516,398355000
2023-09-14,45.55988693237305,370097000
2023-09-15,43.879661560058594,506831000
2023-09-18,43.94563293457031,500271000
2023-09-19,43.499839782714844,373064000
2023-09-20,42.21943283081055,367108000
2023-09-21,40.99799728393555,450736000
2023-09-22,41.59071731567383,479236000
2023-09-25,42.20243835449219,419091000
2023-09-26,41.89158630371094,402282000
2023-09-27,42.44832229614258,444935000
2023-09-28,43.069034576416016,424663000
2023-09-29,43.478851318359375,397830000
2023-10-02,44.761253356933594,433298000
2023-10-03,43.4968376159668,470850000
2023-10-04,44.02060317993164,361821000
2023-10-05,44.66729736328125,393483000
2023-10-06,45.74079513549805,434436000
2023-10-09,45.25202178955078,409675000
2023-10-10,45.77678680419922,368582000
2023-10-11,46.78431701660156,378137000
2023-10-12,46.92325210571289,481325000
2023-10-13,45.43993377685547,474115000
2023-10-16,46.073646545410156,375099000
2023-10-17,43.917640686035156,812333000
2023-10-18,42.17645263671875,627294000
2023-10-19,42.08149719238281,501233000
2023-10-20,41.367820739746094,477266000
2023-10-23,42.95509338378906,478530000
2023-10-24,43.64276885986328,401463000
2023-10-25,41.7596435546875,398379000
2023-10-26,40.30731964111328,541001000
2023-10-27,40.48123550415039,416784000
2023-10-30,41.141929626464844,388028000
2023-10-31,40.761104583740234,517969000
2023-11-01,42.305397033691406,437593000
2023-11-02,43.48583984375,409172000
2023-11-03,44.98414993286133,424610000
2023-11-06,45.72980880737305,400733000
2023-11-07,45.933712005615234,343165000
2023-11-08,46.55242156982422,346719000
2023-11-09,46.92824935913086,540496000
2023-11-10,48.31260681152344,421245000
2023-11-13,48.59747314453125,384136000
2023-11-14,49.63299560546875,416954000
2023-11-15,48.865352630615234,475497000
2023-11-16,49.45707702636719,339756000
2023-11-17,49.27516555786133,325205000
2023-11-20,50.385643005371094,414120000
2023-11-21,49.92086410522461,565747000
2023-11-22,48.69342803955078,899420000
2023-11-24,47.75386428833008,294645000
2023-11-27,48.21965026855469,395662000
2023-11-28,47.79884338378906,401491000
2023-11-29,48.117698669433594,382005000
2023-11-30,46.74833297729492,526247000
2023-12-01,46.74333190917969,369317000
2023-12-04,45.488914489746094,437543000
2023-12-05,46.548519134521484,371718000
2023-12-06,45.48591613769531,380590000
2023-12-07,46.57851028442383,350823000
2023-12-08,47.48816680908203,359224000
2023-12-11,46.6094970703125,509728000
2023-12-12,47.63911056518555,372387000
2023-12-13,48.069950103759766,447792000
2023-12-14,48.331851959228516,391232000
2023-12-15,48.871646881103516,479948000
2023-12-18,50.05820083618164,412587000
2023-12-19,49.58537673950195,464444000
2023-12-20,48.09293746948242,397894000
2023-12-21,48.97161102294922,300425000
2023-12-22,48.81167221069336,252507000
2023-12-26,49.260498046875,244200000
2023-12-27,49.39844512939453,233648000
2023-12-28,49.50341033935547,246587000
2023-12-29,49.50341033935547,389293000
